City,Country,R0,Population,Density,Temperature,RH,Daylight,UV,Longitude,Latitude,Elevation,Day0,DayS,DayE,retail_and_recreation_lag2,grocery_and_pharmacy_lag2,parks_lag2,transit_stations_lag2,workplace_lag2,residential_lag2,IHRcapacity,GDP_country,GDP_city,Airqual_city,Airqual_country,Elder_city,Elder_country,Life_expect,CRD_prev,MeanStringencyIndex_lag2
Villahermosa,Mexico,1.3102,6.00E+05,5300,30.35,70.89333333,12.31523227,118.6595,-92.930277,17.986893,10,69,10/03/2020,08/05/2020,-32.36666667,-15.43333333,-25.23333333,-21.3,-20.96666667,9.883333333,83,9673.443674,NA,28.1,20.92111579,8.6,9.8,76.6,0.065172441,43.35066667
Xalapa,Mexico,1.2773,530000,7100,21.58666667,78.29666667,12.53049328,109.5375,-96.91589,19.53124,1389,80,21/03/2020,19/05/2020,-35.91666667,-11.78333333,-30.38333333,-33.53333333,-25.45,10.63333333,83,9673.443674,NA,21.2,20.92111579,10.9,9.8,76.6,0.065172441,58.0885
Amsterdam,Netherlands,1.7144,1670000,3300,6.741176471,65.77647059,12.12184253,56.88297,4.889688492,52.3740272,-4,73,14/03/2020,30/03/2020,-14.17647059,6.647058824,-7.941176471,-14.41176471,-7.058823529,3.411764706,90,56328.94114,72567,12.2,12.03440807,24.8,27.4,81.6,0.13191513,17.32117647
Rotterdam-Hague,Netherlands,1.3619,2680000,2700,8.251515152,65.9,12.65155658,68.78733,4.479167,51.9225,-5,73,14/03/2020,15/04/2020,-32.27272727,-3.939393939,2.484848485,-37.54545455,-26.8030303,10.22727273,90,56328.94114,60124,12.3,12.03440807,27.6,27.4,81.6,0.13191513,43.99515152
Utrecht,Netherlands,1.4747,705000,2500,6.664705882,63.37647059,12.12060253,57.54388,5.122222,52.090833,2,73,14/03/2020,30/03/2020,-10.82352941,4.823529412,-2.470588235,-13.76470588,-7.588235294,3.176470588,90,56328.94114,65091,12.3,12.03440807,23.7,27.4,81.6,0.13191513,17.32117647
Niamey,Niger,2.6826,1590000,12300,34.52857143,19.32142857,12.09185127,117.8654,2.109804153,13.51366499,223,80,21/03/2020,03/04/2020,-2.428571429,1.642857143,-8,0.214285714,3.5,-1.285714286,39,1063.421841,NA,NA,94.05381768,NA,5.4,59.8,0.047443341,14.28642857
Abuja,Nigeria,1.3055,2695000,3000,29.82045455,63.02708333,12.20288461,106.1279,7.49508,9.05785,344,80,21/03/2020,09/05/2020,-39.24,-32.32,-38.06,-54.04,-33.06,23.12,51,5990.850432,NA,NA,71.79817438,NA,5.1,55.2,0.045632403,58.1754
Lagos,Nigeria,1.3431,14630000,7500,28.96428571,81.555,12.14787694,96.11065,3.394673,6.454066,40,76,17/03/2020,15/05/2020,-47.93965517,-37.82758621,-42.38333333,-48.45,-34.94166667,20.06493506,51,5990.850432,NA,NA,71.79817438,NA,5.1,55.2,0.045632403,57.78516667
Oslo,Norway,1.6439,1020000,3200,2.19375,75.59375,11.29615188,35.19685,10.74609,59.91273,94,56,26/02/2020,28/03/2020,-8.068965517,0.827586207,-1.103448276,-11.34482759,-7.24137931,2.379310345,93,65510.58527,65647,8.4,6.956519803,21,24.8,82.5,0.135606681,14.4665625
Rawalpindi-Islamabad,Pakistan,1.282,4170000,5200,21.34285714,61.38333333,12.67965913,98.84882,73.047904,33.597331,507,70,11/03/2020,09/05/2020,-35.15512821,-24.82179487,-23.04871795,-31.65128205,-27.62692308,11.03717949,49,5567.055608,NA,NA,58.28241877,NA,7.4,66.5,0.050989728,69.90766667
Asuncion,Paraguay,1.799,2815000,4000,28.6,54.05,12.01778495,101.0618,-57.647,-25.28646,83,70,11/03/2020,28/03/2020,-1.333333333,6.611111111,-2.166666667,-8.5,11.72222222,0.722222222,65,13599.92656,NA,NA,11.90908085,NA,9.4,74.2,0.090154381,16.30944444
Arequipa,Peru,1.4183,9.00E+05,4600,NA,NA,11.74330989,103.2409,-71.535,-16.3988889,2538,67,08/03/2020,06/05/2020,-52.71666667,-40.2,-46.78333333,-51.58333333,-45.91666667,24.15,48,14418.07067,NA,NA,24.78672805,NA,10.5,75.9,0.072797019,64.85833333
Chiclayo,Peru,1.3948,590000,11400,25.48,62.4703125,11.8696652,110.4926,-79.840876,-6.771372,29,74,15/03/2020,08/05/2020,-63.23636364,-49.87272727,-53.52727273,-67.67272727,-50.63636364,24.41818182,48,14418.07067,NA,NA,24.78672805,NA,10.5,75.9,0.072797019,74.18872727
Lima,Peru,1.3807,11460000,12800,22.64745763,78.625,11.82455408,106.4546,-77.02823639,-12.0431819,12,66,07/03/2020,05/05/2020,-53.45,-36.73333333,-52.15,-52.06666667,-48.23333333,25.53333333,48,14418.07067,NA,NA,24.78672805,NA,10.5,75.9,0.072797019,63.28433333
Trujillo,Peru,1.4136,840000,8500,22.25,83.478125,11.83324616,105.1382,-79.02997971,-8.115994277,30,75,16/03/2020,10/05/2020,-65.17857143,-45.48214286,-57.28571429,-67.625,-54.35714286,26.51785714,48,14418.07067,NA,NA,24.78672805,NA,10.5,75.9,0.072797019,76.23678571
Angeles City,Philippines,1.2397,1080000,5800,28.82,66.72,12.10906386,107.7268,120.580602,15.1415627,196,68,09/03/2020,16/04/2020,-34.94871795,-22.51282051,-24.20512821,-38.35897436,-29.46153846,15.05128205,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,60.5174359
Bacolod City,Philippines,1.094,580000,7000,28.87818182,79.14909091,12.08926642,114.7886,122.95,10.6666667,3,62,03/03/2020,25/04/2020,-39.23251029,-26.63580247,-31.98971193,-42.12345679,-31.3436214,16.12345679,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,63.15148148
Cebu City,Philippines,1.6439,2645000,11300,28.76393443,72.92131148,12.12242335,117.9824,123.8907087,10.31672162,23,63,04/03/2020,02/05/2020,-44.42407407,-30.91851852,-36.23148148,-47.59444444,-36.05185185,18.32777778,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,68.08633333
Davao City,Philippines,2.363,1530000,11800,29.08333333,71.01666667,11.94633183,115.3478,125.6127778,7.0730556,17,66,07/03/2020,17/03/2020,-1.101010101,0.02020202,0.666666667,-3.737373737,-0.121212121,1.666666667,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,25
General Santos City,Philippines,1.9165,575000,6000,29.240625,69.3625,12.16327041,106.0289,125.1716667,6.1127778,133,83,24/03/2020,17/05/2020,-61.21818182,-48.47272727,-41.85454545,-55.83636364,-46.74545455,25.23636364,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,92.256
Iloilo City,Philippines,1.2303,530000,5800,29.18307692,78.57538462,12.17401104,116.6429,122.5644444,10.6969444,3,68,09/03/2020,07/05/2020,-50.88888889,-35.99814815,-41.34444444,-54.32407407,-42.01481481,21.00740741,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,74.33633333
Manila,Philippines,1.5781,25065000,13800,28.72105263,66.13157895,11.87372473,102.0394,120.9822,14.6042,16,61,02/03/2020,20/03/2020,-1.923976608,-0.748538012,-1.50877193,-4.239766082,1.67251462,1.415204678,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,25
Zamboanga City,Philippines,1.3525,770000,14200,28.9,76.03606557,12.10564472,117.914,122.0738889,6.9102778,5,67,08/03/2020,06/05/2020,-43.95,-31.1,-23.05,-44.1,-33.36666667,16.71666667,53,8951.085654,NA,NA,18.06979891,NA,7.2,69.3,0.090853631,73.08633333
Moscow,Russia,1.4747,16555000,2900,4.859375,59.9953125,13.23030201,59.0502,37.6155556,55.7522222,190,66,07/03/2020,05/05/2020,-19.97254902,-6.581372549,-12.58823529,-17.28921569,-22.08431373,7.193137255,99,27147.33358,NA,NA,16.16022381,NA,19.4,71.9,0.088777051,55.38683333
St. Petersburg,Russia,1.47,5415000,4000,3.516666667,65.79,13.36937094,55.37408,30.31413,59.93863,75,65,06/03/2020,04/05/2020,-19.01862745,-6.050980392,-11.84019608,-16.3745098,-21.28431373,6.900980392,99,27147.33358,NA,NA,16.16022381,NA,19.4,71.9,0.088777051,54.10583333
Dakar,Senegal,1.2726,3305000,17000,22.496875,79.346875,12.18954451,118.6732,-17.44405746,14.69370049,27,64,05/03/2020,03/05/2020,-26.21666667,-16.33333333,-26.8,-26,-17.53333333,10.25,54,3782.538613,NA,NA,40.6958259,NA,5.6,66.8,0.04529385,42.36233333
Singapore,Singapore,2.1797,5670000,10900,27.81764706,76.17647059,11.94743633,103.5014,103.850069,1.289668839,15,24,25/01/2020,10/02/2020,NA,NA,NA,NA,NA,NA,92,101531.6302,NA,NA,19.0782565,NA,16,82.9,0.063518231,15.52235294
Mogadishu,Somalia,2.0998,2555000,28200,30.08965517,61.78333333,12.02801109,115.6341,45.34375,2.03711,9,76,17/03/2020,23/04/2020,NA,NA,NA,NA,NA,NA,31,314.54,NA,NA,32.03458423,NA,5.3,55.4,0.049637221,31.14131579
Cape Town,South Africa,1.517,4260000,5200,19.42,60.16333333,11.31178278,77.6541,18.423218,-33.925839,97,70,11/03/2020,09/05/2020,-42.43333333,-23.5,-45.56666667,-44.91666667,-37.26666667,17.91666667,70,13686.88236,NA,NA,25.10220499,NA,7.7,63.6,0.061139736,57.16
Johannesburg-East Rand,South Africa,1.1692,9335000,3600,14.01186441,57.86721311,10.86922846,74.77194,28.04363251,-26.20226995,1694,99,09/04/2020,07/06/2020,-62.08333333,-34.65,-54.08333333,-72.28333333,-59.3,31.86666667,70,13686.88236,NA,NA,25.10220499,NA,7.7,63.6,0.061139736,86.48
Busan,South Korea,1.4794,3385000,8400,10.55102041,55.86326531,11.91735163,77.17972,129.03004,35.10168,69,53,23/02/2020,11/04/2020,-22.08139535,-3.76744186,9.558139535,-18.44186047,-6.61627907,7.779069767,97,40111.77576,32887,23,25.03942539,21.8,17.7,82.7,0.091768963,52.32673469
Daegu,South Korea,2.5228,2340000,9500,6.753846154,63.96923077,11.08547144,55.9375,128.591111,35.870278,54,49,19/02/2020,02/03/2020,-9,-2,-15.5,-9,-0.666666667,4,97,40111.77576,25661,26,25.03942539,20.2,17.7,82.7,0.091768963,31.48
Daejon,South Korea,1.1739,1465000,8100,8.781132075,56.11886792,11.98961628,79.35324,127.38493,36.349129,69,53,23/02/2020,15/04/2020,-21.55319149,-3.021276596,13.90425532,-18.0212766,-6.70212766,7.670212766,97,40111.77576,30818,26.1,25.03942539,17.1,17.7,82.7,0.091768963,54.10811321
Seoul-Incheon,South Korea,1.5217,24315000,8900,3.642592593,54.49814815,10.72729489,53.83342,126.9784,37.566,86,20,21/01/2020,14/03/2020,-19.06666667,-5.033333333,-7.566666667,-15.43333333,-4.066666667,6.566666667,97,40111.77576,43909,25.3,25.03942539,17,17.7,82.7,0.091768963,19.68462963
Ulsan,South Korea,3.2372,910000,5400,7.4125,69.05,11.15088551,49.47671,129.3166667,35.5372222,32,53,23/02/2020,01/03/2020,-9.5,0,-14.75,-10.25,-1,3.5,97,40111.77576,72018,22.6,25.03942539,13.4,17.7,82.7,0.091768963,31.48
Madrid,Spain,1.5687,6345000,4700,9.178333333,74.285,10.00609333,41.76737,-3.70256424,40.41650209,690,1,02/01/2020,01/03/2020,1,1,32.5,5.5,-0.5,-2,85,39715.43906,50434,9.6,9.697927863,26.6,28.5,83.1,0.111704547,4.018510638
Khartoum,Sudan,1.4794,5685000,5600,NA,NA,12.54184632,128.1083,32.53240585,15.55177187,382,98,08/04/2020,20/05/2020,NA,NA,NA,NA,NA,NA,57,4759.281882,NA,NA,55.37083444,NA,6.3,65.1,0.071892331,81.41744186
Stockholm,Sweden,1.2397,1585000,3700,4.524137931,66.14482759,12.63611995,51.06515,18.06871,59.32938,44,58,28/02/2020,25/04/2020,-23.56140351,-9.49122807,-4.736842105,-27.29824561,-22.50877193,8.561403509,92,53208.88436,68540,5.8,6.18466509,24.2,31.1,82.4,0.150263197,26.97948276
Bangkok,Thailand,2.0387,16045000,5300,29.625,72.27321429,11.74023467,103.9448,100.501444,13.753979,2,31,01/02/2020,27/03/2020,-3.392857143,1.535714286,-7.785714286,-8.821428571,-1.035714286,2.392857143,85,19051.33338,NA,NA,26.25672656,NA,14.8,75.5,0.073142828,2.976428571
Chon Buri,Thailand,2.3818,575000,3500,29.64565217,71.06521739,11.78209526,103.9433,100.983454,13.362199,1,39,09/02/2020,25/03/2020,-3.115384615,1.692307692,-7.576923077,-8.269230769,-0.576923077,2.230769231,85,19051.33338,NA,NA,26.25672656,NA,14.8,75.5,0.073142828,2.536521739
Phuket,Thailand,1.5922,875000,7200,31.11666667,67.51666667,12.06732685,123.8111,98.39810371,7.890588474,2,80,21/03/2020,07/04/2020,-14.16666667,-2.277777778,-18.5,-23.22222222,-8.388888889,6,85,19051.33338,NA,NA,26.25672656,NA,14.8,75.5,0.073142828,35.00444444
Udon Thani,Thailand,8.6281,550000,7600,30.06923077,64.19230769,12.14445059,115.05,102.785889,17.415667,177,82,23/03/2020,04/04/2020,-10.76923077,-1.076923077,-16.15384615,-20.61538462,-7.769230769,5.461538462,85,19051.33338,NA,NA,26.25672656,NA,14.8,75.5,0.073142828,33.83153846
Belfast,United Kingdom,1.6016,630000,3700,8.345,75.7,13.26906264,65.35688,-5.92541,54.59682,81,87,28/03/2020,16/04/2020,-54.9,-15.3,-26.3,-59.95,-50.15,18.35,93,45973.5735,42701,9.3,10.47269039,25.9,28.2,81.4,0.162728208,56.9445
Birmingham,United Kingdom,1.5828,2585000,4100,6.417142857,76.10857143,11.9154708,47.08225,-1.899829111,52.48142139,96,61,02/03/2020,05/04/2020,-7.028571429,3.171428571,-1.657142857,-9.971428571,-6.942857143,2.457142857,93,45973.5735,36230,11.2,10.47269039,26.5,28.2,81.4,0.162728208,14.17885714
Leeds-Bradford,United Kingdom,1.3337,1875000,3600,6.686666667,75.73,12.58148902,61.02449,-1.547849178,53.79648126,267,58,28/02/2020,27/04/2020,-31.26271186,-10.51694915,-2.161016949,-32.53389831,-27.81355932,10.50847458,93,45973.5735,36549,10.8,10.47269039,26.9,28.2,81.4,0.162728208,38.02416667
Leicester,United Kingdom,1.4089,545000,4700,8.106060606,71.95454545,12.53239867,58.44722,-1.131693707,52.63859977,107,71,12/03/2020,13/04/2020,-24.15151515,-0.484848485,-8.212121212,-28.66666667,-17.36363636,6.96969697,93,45973.5735,37306,11.4,10.47269039,26,28.2,81.4,0.162728208,30.97575758
Liverpool,United Kingdom,1.4888,9.00E+05,4300,7.385714286,75.54878049,12.19414111,54.61689,-2.977938652,53.41058068,8,62,03/03/2020,12/04/2020,-16.56097561,-1.926829268,-3.780487805,-18.7804878,-15.36585366,5.609756098,93,45973.5735,32913,10.2,10.47269039,29.7,28.2,81.4,0.162728208,25.42829268
London,United Kingdom,1.4512,10840000,5600,6.849152542,78.13728814,11.45831332,44.11322,-0.125741959,51.50852878,5,42,12/02/2020,10/04/2020,-18.02380952,0.142857143,-5.452380952,-20.61904762,-16.5952381,7.214285714,93,45973.5735,68496,12.5,10.47269039,20.5,28.2,81.4,0.162728208,18.36101695
Manchester,United Kingdom,1.4653,2705000,4100,7.844186047,72.98604651,12.33493891,55.94679,-2.2333333,53.45,35,63,04/03/2020,15/04/2020,-27.25581395,-6.441860465,-12.34883721,-27.88372093,-20.41860465,7.88372093,93,45973.5735,40712,10.9,10.47269039,26.1,28.2,81.4,0.162728208,29.5427907
Newcastle upon Tyne,United Kingdom,1.4794,810000,4300,6.117073171,77.52926829,12.16861674,51.98673,-1.613960266,54.97327874,145,62,03/03/2020,11/04/2020,-19.625,-1.25,2.575,-16.4,-13.8,5.625,93,45973.5735,31877,8.6,10.47269039,30.5,28.2,81.4,0.162728208,24.07325
Nottingham,United Kingdom,1.2585,780000,4100,8.037704918,71.51967213,12.63166035,60.79952,-1.150474548,52.9536023,117,59,29/02/2020,28/04/2020,-36.9,-9.233333333,4.65,-35.2,-28.33333333,10.25,93,45973.5735,35585,11.5,10.47269039,26.2,28.2,81.4,0.162728208,39.16616667
Sheffield,United Kingdom,1.6251,725000,4100,5.151515152,79.37575758,11.84209913,46.16609,-1.465902328,53.38297,267,61,02/03/2020,03/04/2020,-1.212121212,4.878787879,4.757575758,-6.757575758,-5.181818182,1.878787879,93,45973.5735,30573,11.6,10.47269039,28.2,28.2,81.4,0.162728208,12.5130303
Southampton-Portsmouth,United Kingdom,1.2021,915000,4500,9.321666667,70.915,12.90013498,67.77808,-1.404282055,50.90394649,91,64,05/03/2020,03/05/2020,-41.14166667,-12.025,-8.916666667,-34.29166667,-32.36666667,12.19298246,93,45973.5735,42854,10.9,10.47269039,31.5,28.2,81.4,0.162728208,44.87616667
Albany,United States,1.1739,625000,800,6.629787234,60.77446809,12.72465778,68.10899,-73.7562317,42.6525793,53,72,13/03/2020,27/04/2020,-32.17391304,1.217391304,23.28888889,-32.41304348,-29.60869565,12.41304348,92,62794.58565,61945,5.4,7.409441662,26.8,22.1,78.5,0.113277463,60.28695652
Austin,United States,1.3525,1805000,1000,19.65,68.06363636,12.52337814,80.1131,-97.7430608,30.267153,189,86,27/03/2020,17/04/2020,-39.54545455,-10.72727273,-18.04545455,-55.77272727,-44.86363636,19,92,62794.58565,64003,7.5,7.409441662,15.7,22.1,78.5,0.113277463,62.60409091
Charleston,United States,1.7943,655000,700,20.23,72.02666667,12.07657858,83.96832,-79.9309216,32.7765656,15,67,08/03/2020,06/04/2020,-2.433333333,2.466666667,6.433333333,-4.4,-6.8,2.733333333,92,62794.58565,51423,7.1,7.409441662,22.8,22.1,78.5,0.113277463,30.27666667
Dallas-Fort Worth,United States,1.188,6550000,1100,18.64,69.91,12.6902652,86.96702,-96.8066667,32.7830556,183,71,12/03/2020,10/05/2020,-24.61666667,-3.866666667,0.441666667,-37.3,-29.95,12.43333333,92,62794.58565,64205,8.3,7.409441662,17.2,22.1,78.5,0.113277463,54.99933333
Denver,United States,1.2303,2690000,1400,7.693333333,54.38666667,12.68740086,104.7847,-104.9847034,39.7391536,1656,66,07/03/2020,05/05/2020,-33.23333333,-3.5,1.166666667,-44.31666667,-31.4,13.23333333,92,62794.58565,69259,5.8,7.409441662,19,22.1,78.5,0.113277463,55.269
Des Moines,United States,1.1927,515000,900,11.30307692,65.52461538,13.52377131,88.35496,-93.6091064,41.6005448,291,85,26/03/2020,23/05/2020,-35.3220339,3.745762712,67.16949153,-30.77966102,-39.42372881,15.08474576,92,62794.58565,70786,7.3,7.409441662,20.6,22.1,78.5,0.113277463,64.98627119
El Paso,United States,1.376,905000,1200,15.99545455,26.93409091,12.51767302,119.4132,-106.4869314,31.7587198,1478,74,15/03/2020,27/04/2020,-23.5,-2.068181818,-43.65909091,-16.06818182,-26.68181818,11.70454545,92,62794.58565,36530,9.7,7.409441662,18.8,22.1,78.5,0.113277463,51.75590909
Fresno,United States,1.2538,735000,1500,16.51,56.03333333,12.69099072,98.51024,-119.7723661,36.7477272,155,68,09/03/2020,07/05/2020,-20.15,-0.066666667,-18,-23.21666667,-24.21666667,9.233333333,92,62794.58565,44954,12.2,7.409441662,19.6,22.1,78.5,0.113277463,60.38766667
Hartford,United States,1.4559,980000,700,6.507317073,59.92439024,12.65934745,71.51143,-72.6850932,41.7637111,53,74,15/03/2020,23/04/2020,-24.875,-2.25,26.375,-30.15,-26.05,11.425,92,62794.58565,78196,6.4,7.409441662,26.2,22.1,78.5,0.113277463,55.843
Honolulu,United States,1.6721,865000,1800,23.18666667,72.82,12.0463651,101.8078,-157.8583333,21.3069444,16,67,08/03/2020,06/04/2020,-7.733333333,1.8,-11.03333333,-12.96666667,-6.733333333,3.966666667,92,62794.58565,NA,NA,7.409441662,NA,22.1,78.5,0.113277463,25.55533333
Houston,United States,NA,6315000,1100,23.67777778,67.7,13.20335945,105.9081,-95.3632715,29.7632836,29,109,19/04/2020,15/05/2020,-36.51851852,-14.22222222,-19.62962963,-54.03703704,-45.07407407,19.03703704,92,62794.58565,64309,9.1,7.409441662,16.9,22.1,78.5,0.113277463,77.07518519
Kansas City,United States,3.5474,1735000,900,8.35,79.2,12.14069033,64.91351,-94.5785667,39.0997266,312,79,20/03/2020,27/03/2020,13.25,13,39.875,9.375,6.625,-1.75,92,62794.58565,59778,7.2,7.409441662,22.8,22.1,78.5,0.113277463,16.84125
Los Angeles,United States,2.0481,15440000,2300,16.07166667,58.23666667,11.18204171,72.27348,-118.2436849,34.0522342,38,26,27/01/2020,26/03/2020,2.111111111,3.222222222,7.592592593,-2,0.37037037,0.222222222,92,62794.58565,65368,9.2,7.409441662,20.3,22.1,78.5,0.113277463,10.13916667
Milwaukee,United States,1.5123,1430000,1000,5.841666667,70.32083333,12.2584474,62.26214,-87.9064736,43.0389025,203,73,14/03/2020,06/04/2020,-6.125,9.291666667,29.79166667,-9.916666667,-9.166666667,4.25,92,62794.58565,62416,8,7.409441662,23.9,22.1,78.5,0.113277463,31.01875
New York,United States,1.8836,21045000,1700,5.752,72.936,11.89948654,61.01186,-74.0059729,40.7142691,48,65,06/03/2020,30/03/2020,-8,3.96,2.08,-9.2,-3.84,2.52,92,62794.58565,85565,7.5,7.409441662,23.7,22.1,78.5,0.113277463,25.036
Philadelphia,United States,1.5828,5780000,1000,10.66285714,60.6,12.33921122,66.34668,-75.163789,39.952335,6,70,11/03/2020,14/04/2020,-17.48571429,-2.285714286,0.742857143,-24.74285714,-21.57142857,8.6,92,62794.58565,69847,8.2,7.409441662,24.1,22.1,78.5,0.113277463,39.93257143
Richmond,United States,NA,1060000,700,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,92,62794.58565,64296,7,7.409441662,23.5,22.1,78.5,0.113277463,NA
Sacramento,United States,1.3713,1995000,1400,13.67454545,64.78214286,12.0090946,80.02782,-121.4943996,38.5815719,9,52,22/02/2020,17/04/2020,-12.55102041,1.469387755,10.10204082,-21.51020408,-17.51020408,6.734693878,92,62794.58565,58829,7.1,7.409441662,23.6,22.1,78.5,0.113277463,38.44321429
Salt Lake,United States,1.1457,2260000,1200,11.353125,43.9078125,13.01101715,109.7468,-111.8910474,40.7607794,1288,73,14/03/2020,12/05/2020,-28.06666667,-1.2,23.8,-42.48333333,-31.23333333,12.26666667,92,62794.58565,65000,7.4,7.409441662,16.3,22.1,78.5,0.113277463,53.45566667
San Diego,United States,1.6298,3175000,1600,16.33508772,70.54385965,11.69231423,82.08049,-117.16472,32.71571,4,42,12/02/2020,08/04/2020,-8.65,-0.425,-5.475,-15.95,-10.325,5.275,92,62794.58565,69534,8.8,7.409441662,20.7,22.1,78.5,0.113277463,26.12122807
San Francisco-San Jose,United States,1.329,6100000,2100,12.33333333,69.16428571,12.25203985,81.34706,-122.4194155,37.7749295,3,65,06/03/2020,16/04/2020,-28.79761905,-5.488095238,-5.928571429,-38.07142857,-31.69047619,14.72619048,92,62794.58565,123979,7.5,7.409441662,21.8,22.1,78.5,0.113277463,45.85666667
Sarasota,United States,1.4794,710000,800,24.27931034,67.80344828,12.20983139,103.5491,-82.5306527,27.3364347,29,73,14/03/2020,11/04/2020,-14.17241379,-0.034482759,-3.896551724,-7.24137931,-14.4137931,5.620689655,92,62794.58565,39567,6.2,7.409441662,59.1,22.1,78.5,0.113277463,44.37862069
St. Louis,United States,1.5264,2295000,900,11.26944444,64.03333333,12.24045806,64.1294,-90.197778,38.627222,184,68,09/03/2020,12/04/2020,-11.57142857,5.228571429,19.42857143,-11.34285714,-14.31428571,5.485714286,92,62794.58565,59070,8.5,7.409441662,25.2,22.1,78.5,0.113277463,34.10057143
Tulsa,United States,1.9541,730000,800,12.4483871,75.25806452,12.0869181,65.15032,-95.992775,36.1539816,394,67,08/03/2020,06/04/2020,-1.333333333,9.666666667,18.76666667,3.666666667,-6.266666667,2.266666667,92,62794.58565,53915,8.3,7.409441662,24.4,22.1,78.5,0.113277463,25.67766667
Virginia Beach-Norfolk,United States,NA,1475000,1100,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,92,62794.58565,55560,6.8,7.409441662,20.3,22.1,78.5,0.113277463,NA
Washington-Baltimore City,United States,1.2303,7515000,1300,12.67884615,64.35961538,12.87286272,74.45949,-77.0363658,38.8951118,4,75,16/03/2020,06/05/2020,-35.47115385,-14.81730769,-10.375,-40.64423077,-38.81730769,15.16346154,92,62794.58565,106789,7.7,7.409441662,20.4,22.1,78.5,0.113277463,62.14538462
Wichita,United States,NA,510000,800,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,92,62794.58565,NA,NA,7.409441662,NA,22.1,78.5,0.113277463,NA
