City,Country,R0,Population,Density,Temperature,RH,Daylight,UV,Longitude,Latitude,Elevation,Day0,DayS,DayE,retail_and_recreation_lag2,grocery_and_pharmacy_lag2,parks_lag2,transit_stations_lag2,workplace_lag2,residential_lag2,IHRcapacity,GDP_country,GDP_city,Airqual_city,Airqual_country,Elder_city,Elder_country,Life_expect,CRD_prev,MeanStringencyIndex_lag2
Tongling,China,1.7943,540000,3300,6.395833333,81.73333333,10.72509858,47.29276,117.783333,30.95,18,26,27/01/2020,18/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,41.58565217
Wenzhou,China,2.7296,3550000,7400,10.7,72.10769231,10.64365145,47.37507,120.66682,27.999416,38,21,22/01/2020,03/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,5.341538462
Wuhan,China,2.504,8470000,5200,5.594117647,81.42941176,10.46971666,40.18419,114.2666667,30.5833333,25,18,19/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,5.065294118
Wuhu,China,2.2314,1735000,10800,5.758333333,77.85,10.55481226,46.56331,118.373509,31.337275,18,26,27/01/2020,07/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,15.00666667
Wuxi,China,2.3395,3480000,4100,5.8,75.52,10.51514959,54.48314,120.288573,31.568873,8,26,27/01/2020,05/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,9.026
Xi'an,China,1.282,7135000,6600,4.194444444,63.01111111,10.3840075,50.13258,108.928611,34.258333,411,23,24/01/2020,10/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,20.885
Xiangtan,China,2.0951,1105000,4900,6.454545455,77.07272727,10.69335123,41.92337,112.9,27.85,120,24,25/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,6.311818182
Xiangyang,China,3.6508,1270000,9400,6.675,63.4875,10.48656341,56.22812,112.144794,32.042203,127,27,28/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,7.63625
Xiantao,China,2.598,610000,6700,5.958333333,78.14166667,10.63450903,49.80635,113.44294,30.3708,25,27,28/01/2020,08/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,18.74916667
Xinyang,China,4.1725,620000,8300,8.158333333,77,10.70239149,51.2477,114.0655556,32.1227778,115,33,03/02/2020,14/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,50.00166667
Xinyu,China,2.3912,765000,5800,7.318181818,76.52727273,10.69589872,42.02303,114.933354,27.804294,129,24,25/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,6.311818182
Xuchang,China,2.1891,670000,9900,4.88,69.83,10.39417589,48.79083,113.86299,34.03189,53,27,28/01/2020,06/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,13.239
Xuzhou,China,2.88,1410000,3600,4.07,65.07,10.38504546,50.68446,117.15707,34.180454,42,27,28/01/2020,06/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,13.239
Yichang,China,3.8012,985000,7600,7.3,68.1,10.56439661,51.95778,111.2847222,30.7144444,257,27,28/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,7.63625
Yichun,China,1.5593,975000,8000,-18.39411765,65.85882353,9.379829467,34.70289,128.8752937,47.72142661,264,24,25/01/2020,10/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,21.95
Yiyang,China,1.9776,615000,11900,7.084615385,76.45384615,10.71988589,43.66159,112.3283333,28.5891667,120,26,27/01/2020,08/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,17.52076923
Yueyang,China,1.9447,1025000,4900,7.090909091,79.11818182,10.6070206,44.69338,113.09481,29.37455,52,24,25/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,6.311818182
Zhengzhou,China,2.7296,7090000,4600,3.144444444,70.86666667,10.16759821,44.13133,113.6486111,34.7577778,111,21,22/01/2020,30/01/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,4.013333333
Zhongshan,China,1.7003,3005000,4000,17.05625,81.51875,11.06204137,54.33854,110.572299,21.319921,50,23,24/01/2020,08/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,14.756875
Zhoukou,China,2.6309,635000,6300,4.758333333,74.68333333,10.32575969,47.81828,114.9119444,33.8083333,53,23,24/01/2020,04/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,6.0175
Zhuhai,China,2.034,1645000,4900,16.41875,69.8125,10.96620246,56.23524,113.5677778,22.2769444,18,20,21/01/2020,05/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,6.68375
Zhumadian,China,1.6392,545000,4000,4.1,67.75,10.45860052,50.15134,114.0294444,32.9794444,107,26,27/01/2020,07/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,15.00666667
Zhuzhou,China,1.6392,1090000,4900,6.855555556,79.36111111,10.77327661,36.27844,113.15,27.833333,120,24,25/01/2020,11/02/2020,NA,NA,NA,NA,NA,NA,93,18236.61298,NA,NA,52.66459583,NA,13.3,76.4,0.069226121,24.61444444
Barranquilla,Colombia,1.4982,1890000,10600,28.48571429,76.69375,12.27160217,119.7934,-74.78131771,10.96853631,14,78,19/03/2020,17/05/2020,-62.1,-43.65,-58.9,-58.16666667,-49.48333333,21.56666667,69,15012.93027,NA,20.6,16.52721022,11.1,10.2,75.1,0.070462297,69.768
Bogota,Colombia,1.188,10705000,18300,14.65084746,75.615,12.08608388,83.22926,-74.08175468,4.60970585,2547,71,12/03/2020,10/05/2020,-52.83333333,-32.55,-46.45,-48.73333333,-43.05,24.48333333,69,15012.93027,NA,21.6,16.52721022,11.8,10.2,75.1,0.070462297,60.58633333
Bucaramanga,Colombia,1.2444,1055000,15100,22.8,79.36590909,12.19265346,88.54564,-73.119804,7.125393,1189,89,30/03/2020,11/05/2020,-80.81395349,-57.18604651,-71.86046512,-78.79069767,-67.65116279,30.09302326,69,15012.93027,NA,23.3,16.52721022,13.2,10.2,75.1,0.070462297,79.34906977
Cali,Colombia,1.1692,2445000,13300,24.46101695,75.82333333,12.07280386,85.62602,-76.5225,3.4372222,961,74,15/03/2020,13/05/2020,-56.15,-36.4,-54.55,-48.85,-44.13333333,21.16666667,69,15012.93027,NA,11.8,16.52721022,12.7,10.2,75.1,0.070462297,64.52133333
Cucuta,Colombia,1.7802,795000,6700,25.85555556,67.6875,12.02393734,103.9923,-72.507821,7.893907,250,75,16/03/2020,31/03/2020,-5.9375,3.625,-7.25,-10.9375,11.9375,-0.1875,69,15012.93027,NA,23.2,16.52721022,11.1,10.2,75.1,0.070462297,22.628125
Ibague,Colombia,1.5828,540000,16000,23.77777778,70.36140351,12.07057115,92.19396,-75.2322222,4.4388889,928,75,16/03/2020,29/04/2020,-53.93333333,-36.44444444,-50.97777778,-59.24444444,-40.17777778,19.22222222,69,15012.93027,NA,15.3,16.52721022,14.5,10.2,75.1,0.070462297,58.92933333
Medellin,Colombia,1.2961,3680000,15300,NaN,59.4,12.05535718,98.23591,-75.563591,6.25184,1490,69,10/03/2020,19/04/2020,-39.12195122,-25.6097561,-35.63414634,-33.24390244,-27.41463415,14.14634146,69,15012.93027,NA,23.9,16.52721022,14,10.2,75.1,0.070462297,45.16731707
Pereira,Colombia,1.5781,560000,12700,22.025,77.75,12.07300502,82.57275,-75.6961111,4.8133333,1342,81,22/03/2020,21/04/2020,-57.32258065,-34.70967742,-57.93548387,-57.22580645,-43.77419355,20.58064516,69,15012.93027,NA,16.3,16.52721022,14.7,10.2,75.1,0.070462297,60.7516129
Brazzaville,Congo,1.0329,2140000,11800,27.2375,79.99166667,11.8735767,88.5484,15.28318405,-4.26612938,319,99,09/04/2020,07/05/2020,NA,NA,NA,NA,NA,NA,33,5662.063411,NA,NA,46.63822028,NA,6.2,64.3,0.072644704,90.13275862
Pointe Noire,Congo,1.1457,1090000,5500,27.22380952,87.202,11.81560486,78.87959,11.86351776,-4.776086817,17,99,09/04/2020,02/06/2020,NA,NA,NA,NA,NA,NA,33,5662.063411,NA,NA,46.63822028,NA,6.2,64.3,0.072644704,92.94454545
Abidjan,Cote d'Ivoire,1.188,5145000,13700,28.33384615,85.04307692,12.10505011,106.2354,-4.001667,5.354444,7,74,15/03/2020,09/05/2020,-20.39285714,-10.73214286,-14.58928571,-20.42857143,-14.73214286,12.16071429,44,4207.086934,NA,NA,25.88626634,NA,5.3,54.6,0.051980487,55.19482143
Djibouti,Djibouti,1.9494,560000,12000,NaN,67.475,12.15166204,105.8778,43.14502716,11.58901471,13,78,19/03/2020,19/04/2020,NA,NA,NA,NA,NA,NA,32,2744.268655,NA,NA,45.5496176,NA,6.4,63.8,0.051676358,46.5834375
Guayaquil,Ecuador,2.9082,2940000,9500,27.32857143,81.58235294,12.01655902,74.77468,-79.88621,-2.19616,4,60,01/03/2020,23/03/2020,-5.347826087,-1.869565217,-6.782608696,-4.652173913,-11.69565217,2.565217391,77,11734.38739,NA,NA,14.88610066,NA,10.4,76.5,0.068785515,6.523478261
Quito,Ecuador,4.5626,2465000,4600,17.56666667,81.325,12.00046718,82.3988,-78.52495193,-0.229853967,2790,73,14/03/2020,22/03/2020,0.444444444,10.88888889,-0.111111111,0.666666667,-0.222222222,1,77,11734.38739,NA,NA,14.88610066,NA,10.4,76.5,0.068785515,7.714444444
Addis Ababa,Ethiopia,1.3196,4225000,8600,18.73870968,61.25384615,12.19298062,107.7869,38.74689102,9.024966028,2354,75,16/03/2020,12/05/2020,NA,NA,NA,NA,NA,NA,63,2022.137961,NA,NA,38.97873776,NA,6.3,65.5,0.047457212,51.16862069
Aachen,Germany,1.3995,545000,2000,6.441935484,68.86129032,11.85609714,52.08072,6.083421707,50.77663561,231,59,29/02/2020,05/04/2020,-10.54054054,2.162162162,14.62162162,-11.67567568,-9.081081081,3.675675676,88,53074.54012,47163,10.2,12.02876736,30,32.1,81,0.128453418,27.57702703
Berlin,Germany,1.6486,4060000,3000,6.292307692,64.72307692,11.74441805,47.79168,13.41053009,52.52436817,50,63,04/03/2020,29/03/2020,-2.769230769,9.153846154,6,-5.384615385,-1.230769231,1.538461538,88,53074.54012,45311,14.9,12.02876736,30.9,32.1,81,0.128453418,22.36423077
Bremen,Germany,1.5264,640000,2400,6.539285714,70.85,11.66910515,44.13773,8.80717,53.07582,3,61,02/03/2020,29/03/2020,-2.464285714,1.214285714,11.60714286,-2.535714286,-1.535714286,1.107142857,88,53074.54012,48711,11.4,12.02876736,33.1,32.1,81,0.128453418,21.56035714
Cologne-Bonn,Germany,1.9823,2260000,2900,6.515,78.0375,10.88839141,32.63724,6.95,50.9333333,231,43,13/02/2020,22/03/2020,-0.652173913,2.391304348,8.608695652,-1.043478261,-4.260869565,1.565217391,88,53074.54012,61519,13.4,12.02876736,29.2,32.1,81,0.128453418,12.96410256
Dresden,Germany,1.6157,755000,2800,5.713636364,61.81818182,11.88805816,50.81348,13.73831749,51.05089108,230,67,08/03/2020,29/03/2020,1.545454545,5.227272727,14.18181818,0.5,0.272727273,0.909090909,88,53074.54012,39456,13.5,12.02876736,40.6,32.1,81,0.128453418,24.41045455
Essen-Dusseldorf,Germany,2.6309,6660000,2500,8.76875,76.5625,11.48958531,38.53994,7.012282,51.45657,45,64,05/03/2020,20/03/2020,-2.1875,1.625,3.9375,-2.4375,-6.25,2.125,88,53074.54012,71192,13.8,12.02876736,33.2,32.1,81,0.128453418,18.4025
Frankfurt,Germany,1.3337,2005000,3100,8.111904762,63.54047619,12.17224761,59.17391,8.684167,50.11552,119,62,03/03/2020,12/04/2020,-18.48780488,0.170731707,14.58536585,-23.02439024,-14.17073171,5.585365854,88,53074.54012,70030,12.1,12.02876736,29.2,32.1,81,0.128453418,37.19439024
Hamburg,Germany,1.6627,2050000,2600,6.072413793,69.06896552,11.59200305,43.17106,9.99302,53.55073,16,60,01/03/2020,28/03/2020,-3.142857143,1.071428571,3.714285714,-4.285714286,-6.107142857,1.571428571,88,53074.54012,60741,11.6,12.02876736,30.4,32.1,81,0.128453418,20.78321429
Hannover,Germany,1.5781,710000,2500,6.056666667,69.58,11.74569491,47.27901,9.733221531,52.37051627,56,61,02/03/2020,31/03/2020,-0.3,6.733333333,18.4,-2.333333333,-2.166666667,1.533333333,88,53074.54012,53386,11.6,12.02876736,33,32.1,81,0.128453418,22.93166667
Leipzig,Germany,1.5499,620000,2500,5.87826087,66.47391304,11.85394406,50.18868,12.371292,51.33962,144,66,07/03/2020,29/03/2020,1.565217391,4.913043478,14.30434783,0.869565217,0.130434783,0.826086957,88,53074.54012,39974,13.5,12.02876736,35.7,32.1,81,0.128453418,23.83217391
Mannheim,Germany,1.4841,615000,2800,8.066666667,66.09259259,11.73996898,48.74255,8.466943741,49.4890976,99,62,03/03/2020,29/03/2020,-1.333333333,5.592592593,13.44444444,-5.703703704,-5.962962963,1.888888889,88,53074.54012,58060,12.4,12.02876736,32.2,32.1,81,0.128453418,21.94740741
Munich,Germany,2.1938,2060000,4400,3.739344262,79.78196721,9.78532626,28.98275,11.57549143,48.13743255,453,10,11/01/2020,10/03/2020,4.727272727,6.818181818,21.45454545,1.727272727,-4.727272727,0.727272727,88,53074.54012,83724,12.2,12.02876736,27.6,32.1,81,0.128453418,4.663928571
Nuremberg,Germany,1.4183,665000,2900,6.788095238,61.85952381,12.16822531,61.00639,11.07752323,49.45420526,318,62,03/03/2020,12/04/2020,-20.80487805,-1,3.536585366,-24.19512195,-16.14634146,6.219512195,88,53074.54012,59596,12.3,12.02876736,30.8,32.1,81,0.128453418,37.19439024
Saarbrucken,Germany,1.4935,560000,1800,7.991176471,58.67647059,12.35007505,65.72229,7.009818077,49.23262405,322,69,10/03/2020,11/04/2020,-24.06060606,-4.666666667,3.909090909,-29.27272727,-17.75757576,7.303030303,88,53074.54012,46489,10.2,12.02876736,36.4,32.1,81,0.128453418,41.52575758
Stuttgart,Germany,1.8883,1375000,2900,7.411111111,74.16111111,11.59611336,45.75687,9.177017212,48.78232429,396,64,05/03/2020,22/03/2020,0.888888889,5.111111111,11.88888889,-3.833333333,-7.277777778,1.666666667,88,53074.54012,67959,12.4,12.02876736,29.8,32.1,81,0.128453418,19.13555556
Accra,Ghana,1.4183,4335000,3600,29.18536585,79.45714286,12.14317768,113.1183,-0.1969,5.55602,68,88,29/03/2020,09/05/2020,-39.65079365,-31.11904762,-35.95238095,-44.0952381,-30.6984127,21.44444444,49,4746.684995,NA,NA,34.7135141,NA,5.9,63.4,0.047257165,68.89357143
Agra,India,1.4794,2105000,12500,25.4,53.46595745,12.37179142,108.6571,78.0166667,27.1833333,186,64,05/03/2020,03/05/2020,-40.63333333,-27.95,-30.75,-35.86666667,-33.28333333,13.11666667,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,61.53616667
Ajmer,India,3.585,615000,8500,29.60769231,29.56153846,12.54563359,116.4635,74.638667,26.452103,485,88,29/03/2020,23/04/2020,-58.30769231,-46.69230769,-39.38461538,-60.53846154,-46.07692308,20.38461538,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,87.12576923
Aligarh,India,1.2679,1140000,12200,30.47,52.66333333,13.24820147,123.3927,78.07464,27.881453,186,112,22/04/2020,25/05/2020,-74.23529412,-29.02941176,-72.05882353,-69.23529412,-45.55882353,21.44117647,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,94.22705882
Amravati,India,2.0951,740000,11000,32.715625,38.1,12.62077055,118.7379,77.75,20.9333333,367,95,05/04/2020,08/05/2020,-75.08823529,-48,-48.17647059,-67,-49.97058824,30.08823529,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,98.66588235
Amritsar,India,3.3077,1360000,8900,22.25178571,68.34642857,12.54053822,101.4699,74.875335,31.622337,229,69,10/03/2020,04/05/2020,-47.83928571,-36.78571429,-40.21428571,-45.08928571,-34.78571429,13.125,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,66.74142857
Aurangabad,India,1.7614,1470000,15800,31.09830508,37.255,12.45606827,116.5698,75.34226,19.87757,582,75,16/03/2020,14/05/2020,-55.76666667,-31.95,-46.35,-43.7,-42.71666667,22.46666667,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,77.323
Bareilly,India,1.4559,1195000,14400,27.80166667,58.18833333,13.02528987,119.3671,79.43167,28.36678,167,89,30/03/2020,28/05/2020,-67.98333333,-28.71666667,-32.96666667,-62.53333333,-42.26666667,21.55,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,91.26533333
Bhavnagar,India,1.2773,695000,10700,33.00961538,34.32115385,12.67529282,122.8195,72.15331,21.76287,5,88,29/03/2020,19/05/2020,-66.84615385,-39.53846154,-44.15384615,-37.98076923,-48.90384615,26.46153846,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,91.87211538
Bhopal,India,1.3854,2285000,12600,30.2962963,39.49444444,12.62710021,117.7997,77.402892,23.254688,523,82,23/03/2020,15/05/2020,-69.77777778,-58.11111111,-62.33333333,-63.5,-56.25925926,25.51851852,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,85.14277778
Bikaner,India,1.2162,760000,11700,33.33,31.67166667,13.12044038,125.1827,73.314955,28.017623,223,94,04/04/2020,02/06/2020,-72.01666667,-35.66666667,-79.18333333,-62.4,-48,22.35,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,93.38716667
Bilaspur,India,2.6309,565000,9900,30.99333333,42.46166667,12.72728419,118.2756,82.1333333,22.3833333,274,86,27/03/2020,25/05/2020,-69.45,-44.66666667,-58.48333333,-66.88333333,-41.1,22.03333333,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,88.97383333
Chandigarh,India,1.0705,1190000,4600,24.28205128,54.28717949,12.57380974,105.7169,76.7884,30.736292,347,79,20/03/2020,27/04/2020,-59.28205128,-53.33333333,-50.05128205,-55.64102564,-48.84615385,21.15384615,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,74.94
Chennai,India,1.6674,10560000,10100,30.83125,80.559375,12.3053289,116.1904,80.2784729,13.08783853,6,78,19/03/2020,13/05/2020,-64.98214286,-41.94642857,-63.42857143,-61.41071429,-55.89285714,26.375,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,80.58053571
Coimbatore,India,1.7849,2660000,9300,29.81666667,60.90416667,12.14438344,118.4124,76.966122,11.005547,396,82,23/03/2020,15/04/2020,-40.16666667,-22.08333333,-21.66666667,-35.66666667,-31.79166667,17.83333333,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,68.42125
Cuttack,India,2.5369,740000,14300,29.18979592,71.88627451,12.71463896,109.1771,85.87926865,20.46497271,27,94,04/04/2020,23/05/2020,-76.46,-43.18,-64.64,-71.92,-48.76,24.82,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,95.7874
Davanagere,India,1.2021,505000,12200,28.67272727,68.37575758,12.67521648,112.3553,75.9,14.43,724,120,30/04/2020,01/06/2020,-74.27272727,-22.15151515,-81.12121212,-47.51515152,-37.54545455,27.42424242,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,90.13727273
Dehradun,India,1.564,880000,6200,20.64166667,67.9125,12.22281231,100.2226,78.033922,30.324427,683,75,16/03/2020,08/04/2020,-20.70833333,-15.5,-16.29166667,-5.041666667,-16.95833333,7.041666667,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,45.00333333
Delhi,India,1.3384,28125000,12600,24.68166667,66.79833333,12.31310791,104.2054,77.231495,28.651952,211,61,02/03/2020,30/04/2020,-42.61666667,-34.33333333,-34.75,-42.36666667,-37.51666667,15.56666667,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,57.04566667
Dhanbad,India,2.9364,1335000,13200,28.95,76.1125,13.0452416,103.4012,86.42992,23.79759,254,107,17/04/2020,01/06/2020,-75.65217391,-40.43478261,-38.47826087,-66.7173913,-35.02173913,22,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,92.92456522
Erode,India,2.1656,615000,11900,NaN,NaN,12.15951937,119.6186,77.72741318,11.34280218,172,86,27/03/2020,13/04/2020,-39.27777778,-22.22222222,-21.16666667,-33,-27.88888889,18.33333333,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,74.15055556
Firozabad,India,1.5217,635000,22300,28.68709677,52.64516129,12.83215494,117.8292,78.397808,27.150917,186,94,04/04/2020,09/05/2020,-55.66666667,-19.97222222,-41.75,-68.58333333,-46.13888889,19.94444444,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,97.98138889
Gorakhpur,India,1.94,765000,14100,29.41818182,59.06363636,13.28560037,121.1821,83.368895,26.766275,76,118,28/04/2020,29/05/2020,-80.34375,-37.03125,-42.875,-75.8125,-40.90625,21.46875,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,91.60875
Guntur,India,1.5499,820000,14400,30.01538462,72.80769231,12.36842339,115.2247,80.457293,16.299737,6,85,26/03/2020,03/05/2020,-58.15384615,-41.74358974,-37.87179487,-46.8974359,-40.74358974,22.07692308,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,86.19384615
Gwalior,India,1.7567,1325000,13100,29.8,44.71428571,12.80873673,119.6122,78.173369,26.229825,205,85,26/03/2020,20/05/2020,-70.39285714,-54.82142857,-67.10714286,-71.05357143,-50.76785714,22.26785714,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,88.4925
Hyderabad,India,1.4606,9580000,7800,29.40784314,52.17254902,12.12484265,108.7441,78.456355,17.384052,530,62,03/03/2020,22/04/2020,-33.74509804,-21.58823529,-29.52941176,-31.17647059,-28.64705882,13.33333333,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,51.22647059
Indore,India,1.7614,2795000,10300,29.63461538,33.41923077,12.39589415,117.12,75.83330154,22.71792354,561,85,26/03/2020,20/04/2020,-59.19230769,-50.73076923,-46.73076923,-50.5,-50.23076923,21.46153846,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,79.29076923
Jabalpur,India,1.4183,1440000,12100,30.13728814,42.55762712,12.63119015,116.5113,79.95006323,23.16697486,391,80,21/03/2020,18/05/2020,-64.66101695,-49.96610169,-56.20338983,-55.33898305,-47.61016949,22.3220339,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,83.49067797
Jaipur,India,1.8366,3745000,7400,25.52093023,42.05348837,12.12533644,105.2713,75.78781128,26.91962097,385,63,04/03/2020,15/04/2020,-27.48837209,-20.90697674,-20.37209302,-23.60465116,-23.97674419,9.093023256,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,44.24093023
Jalandhar,India,1.329,1025000,7200,26.34035088,40.55087719,13.04075425,111.4332,75.5791667,31.3255556,255,86,27/03/2020,22/05/2020,-72.66666667,-56.56140351,-64.28070175,-67.15789474,-55.56140351,20.89473684,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,89.34403509
Jalgaon,India,2.0716,545000,14000,33.28139535,42.53488372,12.60093174,121.4908,75.566025,21.00292,200,89,30/03/2020,12/05/2020,-60.5,-42.65909091,-34.70454545,-55.04545455,-39.68181818,24.88636364,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,93.02454545
Jammu,India,1.5264,710000,10200,19.52857143,67.01428571,12.21019501,92.1637,74.869112,32.735686,366,69,10/03/2020,12/04/2020,159.6176471,155.5294118,265.6956522,275.8529412,132.0882353,4.088235294,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,45.33
Jamnagar,India,3.2607,655000,14000,31.91944444,65.75833333,12.70884418,124.6507,70.066733,22.472924,10,96,06/04/2020,11/05/2020,-73.63888889,-55.88888889,-65.61111111,-59.75,-56.97222222,29.80555556,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,98.43166667
Jhansi,India,1.4371,635000,15300,33.344,50.432,13.15605311,124.9612,78.579943,25.458872,262,118,28/04/2020,22/05/2020,-79.4,-35.88,-47.92,-66.04,-41.36,24.84,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,94.316
Jodhpur,India,1.517,1400000,6000,30.70212766,39.50425532,12.64279505,117.5018,73.005943,26.26841,217,82,23/03/2020,08/05/2020,-62.19148936,-47.63829787,-56.55319149,-56.08510638,-50,20.27659574,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,83.48106383
Kannur,India,1.7802,2050000,3600,30.73684211,66.97894737,12.00859909,115.7432,75.35762787,11.8675189,11,69,10/03/2020,01/04/2020,-11.60869565,-2.695652174,-1.913043478,-9.391304348,-0.565217391,4.217391304,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,24.3973913
Kolhapur,India,2.4993,625000,10100,30.14814815,49.97857143,12.51803829,114.7386,74.22981262,16.6901324,569,87,28/03/2020,22/05/2020,-66.60714286,-34.92857143,-23.92857143,-45.66071429,-47.92857143,28.625,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,90.34428571
Kolkata,India,1.4371,15215000,11300,29.3421875,68.578125,12.55448319,104.7319,88.363044,22.562627,5,77,18/03/2020,15/05/2020,-65.57627119,-48.96610169,-65.01694915,-64.05084746,-55.16949153,21.47457627,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,79.92033898
Kollam,India,1.1692,1610000,8900,29.3125,80.19636364,12.28888125,101.6519,76.584694,8.881131,33,88,29/03/2020,27/05/2020,-70.98333333,-30.93333333,-31.76666667,-50.41666667,-39.51666667,28.3,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,90.54783333
Kota,India,2.4194,1155000,8900,31.97,26.49,12.54134839,116.5154,75.845,25.176,273,97,07/04/2020,16/04/2020,-76.8,-70,-57,-79.6,-61.3,30.3,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,98.657
Kozhikode,India,1.1034,3045000,5900,31.41136364,69.69318182,12.24476311,104.1884,75.780402,11.248016,4,82,23/03/2020,05/05/2020,-63.90909091,-39.52272727,-18.56818182,-47.63636364,-41.13636364,28.20454545,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,82.60704545
